x1	y1	z1
PTA	Gde1	2.4
PTA	Gdi1	21.0
PTA	Gdi2	10.2
PTA	Gdpd1	9.3
PTA	Gdpd2	1.0
PTA	Gem	1.6
PTA	Gfm1	1.0
PTA	Ggh	0.1
PTA	Ggnbp2	6.1
PTA	Ggps1	0.5
PTA	Ghitm	1.6
PTA	Ghr	0.1
PTA	Gja1	141.6
PTA	Gjb6	53.1
PTA	Gldc	0.2
PTA	Glg1	8.5
PTA	Gli3	9.4
PTA	Glo1	10.8
PTA	Glrb	1.0
PTA	Glrx	0.1
PTA	Glrx2	0.1
PTA	Glt8d1	6.4
PTA	Glud1	119.8
PTA	Glul	299.7
PTA	Gm2a	3.2
PTA	Gmfb	3.9
PTA	Gmpr2	1.9
PTA	Gmps	1.3
PTA	Gna12	7.2
PTA	Gna13	7.7
PTA	Gnai2	6.4
PTA	Gnai3	2.3
PTA	Gnao1	12.8
PTA	Gnaq	22.3
PTA	Gnas	116.2
PTA	Gnb1	31.5
PTA	Gnb2l1	22.6
PTA	Gng12	0.6
PTA	Gng5	34.2
PTA	Gnpat	6.3
PTA	Gnpda2	0.2
PTA	Gnptab	3.4
PTA	Gnptg	19.8
PTA	Gns	5.5
PTA	Golga1	5.0
PTA	Golga4	6.2
PTA	Golga7	12.3
PTA	Golph3	1.0
PTA	Golph3l	0.5
PTA	Gorasp2	13.3
PTA	Gosr2	1.0
PTA	Got1	2.5
PTA	Gpam	12.1
PTA	Gpatch8	1.7
PTA	Gpbp1	4.1
PTA	Gpc5	10.5
PTA	Gpc6	0.1
PTA	Gpcpd1	0.2
PTA	Gpd2	11.2
PTA	Gphn	0.6
PTA	Gpkow	1.5
PTA	Gpld1	0.1
PTA	Gpm6a	127.0
PTA	Gpm6b	157.2
PTA	Gpr108	0.7
PTA	Gpr146	3.1
PTA	Gpr155	2.2
PTA	Gpr19	0.1
PTA	Gpr37l1	37.7
PTA	Gpr56	48.9
PTA	Gprasp1	0.1
PTA	Gprc5b	119.2
PTA	Gpt	0.1
PTA	Gpt2	5.0
PTA	Gpx8	0.1
PTA	Gramd1b	2.5
PTA	Gramd3	24.6
PTA	Gria2	6.9
PTA	Grid2	1.0
PTA	Grin2c	2.4
PTA	Grina	15.2
PTA	Grm3	10.2
PTA	Grn	0.2
PTA	Grsf1	0.8
PTA	Gsk3a	1.5
PTA	Gsk3b	4.7
PTA	Gspt1	8.6
PTA	Gsta4	3.3
PTA	Gstk1	32.6
PTA	Gstm1	13.9
PTA	Gstm5	62.2
PTA	Gstt1	0.1
PTA	Gstz1	0.1
PTA	Gtf2a1	12.4
PTA	Gtf2a2	2.6
PTA	Gtf2b	1.5
PTA	Gtf2f1	0.1
PTA	Gtf2h2	1.5
PTA	Gtf2h5	0.3
PTA	Gtf2i	17.1
PTA	Gtf3c2	1.1
PTA	Gtf3c6	1.9
PTA	Gtpbp4	3.5
PTA	Guk1	2.8
PTA	H1f0	2.4
PTA	H2afv	16.0
PTA	H2afy	0.5
PTA	H2afz	18.2
PTA	H3f3a	0.1
PTA	H3f3b	16.8
PTA	Hadh	4.7
PTA	Hadha	8.0
PTA	Hadhb	15.7
PTA	Hagh	1.9
PTA	Hapln1	0.1
PTA	Hat1	19.7
PTA	Hbegf	0.1
PTA	Hbp1	3.2
PTA	Hbs1l	1.7
PTA	Hbxip	16.4
PTA	Hdac2	1.1
PTA	Hdac3	1.0
PTA	Hddc2	9.4
PTA	Hdgf	4.8
PTA	Hdhd2	1.8
PTA	Hdlbp	8.6
PTA	Hectd1	3.9
PTA	Hepacam	48.5
PTA	Herpud1	4.0
PTA	Herpud2	5.0
PTA	Hes5	0.1
PTA	Hexa	7.8
PTA	Hexb	3.1
PTA	Hey1	3.8
PTA	Hgf	3.8
PTA	Hiat1	2.4
PTA	Hibadh	2.0
PTA	Hibch	1.7
PTA	Hif1a	30.8
PTA	Higd1a	20.0
PTA	Higd2a	33.7
PTA	Hint1	19.8
PTA	Hint2	5.8
PTA	Hipk1	10.3
PTA	Hipk2	19.4
PTA	Hist1h2bc	0.5
PTA	Hist2h2be	16.1
PTA	Hivep1	9.1
PTA	Hlf	2.4
PTA	Hmgcr	0.3
PTA	Hmgcs1	5.2
PTA	Hmgn1	12.1
PTA	Hmgn2	8.4
PTA	Hmgn3	1.7
PTA	Hmgn5	0.1
PTA	Hnmt	0.4
PTA	Hnrnpa0	0.5
PTA	Hnrnpa2b1	24.0
PTA	Hnrnpa3	3.0
PTA	Hnrnpab	2.8
PTA	Hnrnpc	21.4
PTA	Hnrnpd	5.4
PTA	Hnrnpf	1.0
PTA	Hnrnph1	2.0
PTA	Hnrnph2	0.5
PTA	Hnrnph3	1.0
PTA	Hnrnpk	16.0
PTA	Hnrnpl	3.3
PTA	Hnrnpm	1.2
PTA	Hnrnpr	1.5
PTA	Hnrnpu	3.3
PTA	Hnrnpul1	1.6
PTA	Hnrpdl	4.9
PTA	Hook3	2.8
PTA	Hopx	34.0
PTA	Hp1bp3	11.6
PTA	Hrsp12	29.0
PTA	Hs2st1	5.4
PTA	Hsbp1	6.0
PTA	Hsd11b1	0.1
PTA	Hsd17b10	10.3
PTA	Hsd17b11	1.6
PTA	Hsd17b12	24.1
PTA	Hsd17b4	7.8
PTA	Hsd17b7	1.6
PTA	Hsdl2	15.8
PTA	Hsf1	3.0
PTA	Hsp90aa1	39.3
PTA	Hsp90ab1	20.9
PTA	Hsp90b1	35.2
PTA	Hspa2	1.0
PTA	Hspa4	3.4
PTA	Hspa4l	0.1
PTA	Hspa5	14.5
PTA	Hspa8	42.8
PTA	Hspa9	11.4
PTA	Hspb11	0.3
PTA	Hspb8	11.1
PTA	Hspd1	4.7
PTA	Hspe1	15.6
PTA	Hsph1	8.5
PTA	Htatsf1	2.3
PTA	Htra1	84.5
PTA	Huwe1	7.5
PTA	Ict1	3.9
PTA	Id2	33.7
PTA	Id3	0.3
PTA	Id4	6.9
PTA	Ide	1.6
PTA	Idh1	7.5
PTA	Idh2	14.0
PTA	Idh3a	11.5
PTA	Idh3b	0.3
PTA	Idh3g	2.2
PTA	Idi1	14.0
PTA	Ids	26.5
PTA	Ier3ip1	0.1
PTA	Ifi27l1	1.4
PTA	Ifnar2	0.2
PTA	Ifngr1	2.2
PTA	Ifrd1	0.7
PTA	Ift20	1.3
PTA	Ift27	0.7
PTA	Ift57	0.4
PTA	Ift74	1.6
PTA	Igbp1	0.3
PTA	Igdcc4	1.8
PTA	Igfbp2	0.1
PTA	Igfbp5	4.0
PTA	Igsf11	13.5
PTA	Ik	4.2
PTA	Ikbip	0.4
PTA	Il18	0.1
PTA	Il33	7.3
PTA	Il6st	19.8
PTA	Ilf3	12.3
PTA	Ilk	3.6
PTA	Ilkap	0.2
PTA	Immt	1.7
PTA	Imp3	3.4
PTA	Impa1	0.3
PTA	Impact	0.4
PTA	Inpp5f	4.0
PTA	Insig1	23.4
PTA	Insig2	0.9
PTA	Insr	1.1
PTA	Ints4	4.3
PTA	Ip6k1	0.1
PTA	Ipo5	4.7
PTA	Ipo7	4.0
PTA	Iqsec1	5.6
PTA	Irak1	0.1
PTA	Irak2	0.1
PTA	Irf2bp2	4.7
PTA	Isca1	5.9
PTA	Isca2	11.5
PTA	Iscu	12.8
PTA	Itch	2.0
PTA	Itfg1	13.9
PTA	Itga6	6.7
PTA	Itgav	16.7
PTA	Itgb1	1.4
PTA	Itgb1bp1	0.4
PTA	Itgb5	0.8
PTA	Itgb8	18.8
PTA	Itih3	0.1
PTA	Itm2b	88.9
PTA	Itm2c	157.0
PTA	Itpr2	5.7
PTA	Itsn1	19.8
PTA	Itsn2	0.8
PTA	Ivd	0.3
PTA	Ivns1abp	3.6
PTA	Jagn1	0.1
PTA	Jak1	15.9
PTA	Jam2	36.2
PTA	Jkamp	6.2
PTA	Jmjd1c	5.2
PTA	Jtb	4.8
PTA	Jun	2.7
PTA	Kbtbd11	5.7
PTA	Kcmf1	0.7
PTA	Kcna2	6.9
PTA	Kcnip3	0.1
PTA	Kcnj10	90.9
PTA	Kcnj16	10.2
PTA	Kcnk1	0.1
PTA	Kcnn2	0.1
PTA	Kcnn3	13.2
PTA	Kctd1	0.4
PTA	Kctd2	0.7
PTA	Kctd5	0.1
PTA	Kdelr1	4.5
PTA	Kdelr2	15.5
PTA	Kdm1a	1.6
PTA	Kdm3a	4.6
PTA	Kdm3b	7.3
PTA	Kdm6a	0.8
PTA	Khdrbs1	6.9
PTA	Kidins220	2.1
PTA	Kif1a	5.4
PTA	Kif1b	19.2
PTA	Kif21a	7.0
PTA	Kif2a	11.8
PTA	Kif3a	0.3
PTA	Kif5a	18.5
PTA	Kif5b	16.6
PTA	Kifap3	4.5
PTA	Kifc3	0.1
PTA	Klc1	5.4
PTA	Klf12	9.4
PTA	Klf15	9.0
PTA	Klf3	1.7
PTA	Klf6	1.4
PTA	Klf7	1.7
PTA	Klf9	1.2
PTA	Klhdc2	8.2
PTA	Klhl24	3.1
PTA	Klhl5	1.4
PTA	Klhl9	0.4
PTA	Kpna1	6.1
PTA	Kpna3	2.2
PTA	Kpna4	1.8
PTA	Kpnb1	3.0
PTA	Krcc1	4.3
PTA	Krtcap2	11.6
PTA	Ktn1	7.3
PTA	L2hgdh	0.2
PTA	Lamp1	7.6
PTA	Lamp2	24.1
PTA	Lamtor3	3.4
PTA	Lap3	1.2
PTA	Laptm4a	33.7
PTA	Laptm4b	4.2
PTA	Larp1	6.7
PTA	Larp4b	1.4
PTA	Lars2	0.6
PTA	Lasp1	5.5
PTA	Lats1	7.3
PTA	Lcat	0.1
PTA	Lclat1	1.8
PTA	Ldha	23.6
PTA	Ldhb	157.3
PTA	Ldlr	0.1
PTA	Leng8	2.5
PTA	Leprotl1	0.7
PTA	Letm1	0.2
PTA	Letmd1	0.9
PTA	Lfng	1.1
PTA	Lgals3bp	10.1
PTA	Lgals8	1.3
PTA	Lgi1	38.1
PTA	Lgi4	0.7
PTA	Lgmn	0.7
PTA	Lgr4	10.9
PTA	Lhx2	37.1
PTA	Lias	0.1
PTA	Lifr	26.0
PTA	Limch1	8.7
PTA	Lims1	1.4
PTA	Lin7c	2.1
PTA	Lix1	12.3
PTA	Llgl1	1.2
PTA	Llph	2.1
PTA	Lman1	4.2
PTA	Lman2	0.9
PTA	Lmbrd1	4.9
PTA	Lmcd1	0.1
PTA	Lmo4	1.1
PTA	Lnpep	4.9
PTA	Lonp2	9.1
PTA	Lonrf3	0.1
PTA	Lpcat3	1.5
PTA	Lphn1	2.2
PTA	Lphn3	6.3
PTA	Lrch3	3.6
PTA	Lrig1	33.6
PTA	Lrp1	3.4
PTA	Lrp10	2.6
PTA	Lrp4	11.7
PTA	Lrpap1	0.4
PTA	Lrrc16a	16.4
PTA	Lrrc4c	0.4
PTA	Lrrc58	3.2
PTA	Lrrc59	0.8
PTA	Lrrc8a	15.5
PTA	Lrrc8c	5.4
PTA	Lrtm2	0.1
PTA	Lsamp	13.1
PTA	Lsm14a	14.7
PTA	Lsm3	40.5
PTA	Lsm7	0.1
PTA	Lsmd1	0.1
PTA	Lss	0.4
PTA	Luc7l	3.5
PTA	Luc7l2	1.9
PTA	Luc7l3	38.3
PTA	Luzp2	0.1
PTA	Lxn	0.1
PTA	Lypd6	0.1
PTA	Lyrm2	0.6
PTA	Lyrm4	0.1
PTA	Lyrm5	4.0
PTA	Lzic	2.0
PTA	M6pr	4.9
PTA	Macf1	26.8
PTA	Maf1	0.1
PTA	Maged1	15.6
PTA	Mageh1	0.3
PTA	Magi2	5.4
PTA	Magi3	1.2
PTA	Magoh	15.0
PTA	Magt1	2.0
PTA	Mak16	1.2
PTA	Malat1	138.3
PTA	Maml2	4.2
PTA	Man2a2	4.0
PTA	Manea	1.3
PTA	Maob	37.1
PTA	Map1lc3b	16.5
PTA	Map2k1	6.5
PTA	Map2k7	0.1
PTA	Map3k7	2.1
PTA	Map4k3	1.1
PTA	Map4k4	16.0
PTA	Map4k5	9.1
PTA	Mapk1	13.5
PTA	Mapk10	4.8
PTA	Mapk3	7.6
PTA	Mapk4	35.4
PTA	Mapk6	2.8
PTA	Mapk8ip3	0.2
PTA	Mapk9	2.9
PTA	Mapkap1	14.6
PTA	Mapre1	8.6
PTA	Mapre2	24.3
PTA	Mapre3	3.2
PTA	Mapt	0.5
PTA	Mark3	4.8
PTA	Mat2a	42.8
PTA	Mat2b	2.1
PTA	Matr3	5.0
PTA	Max	1.3
PTA	Mbd2	1.6
PTA	Mbd3	0.1
PTA	Mbnl1	4.9
PTA	Mbnl2	9.5
PTA	Mboat2	3.0
PTA	Mboat7	1.3
PTA	Mbp	674.4
PTA	Mcc	5.1
PTA	Mccc1	2.9
PTA	Mccc2	32.7
PTA	Mcee	9.5
PTA	Mcl1	9.0
PTA	Mcmbp	5.4
PTA	Mdga2	0.1
PTA	Mdh1	8.9
PTA	Mdh2	10.7
PTA	Mdk	0.8
PTA	Mdm2	4.4
PTA	Mdm4	2.1
PTA	Me1	4.4
PTA	Mea1	6.1
PTA	Mecp2	0.9
PTA	Med1	2.0
PTA	Med10	0.4
PTA	Med13	7.0
PTA	Med21	1.6
PTA	Med6	0.5
PTA	Mef2a	2.2
PTA	Megf10	5.6
PTA	Meis2	1.4
PTA	Memo1	0.5
PTA	Mertk	17.2
PTA	Mesdc2	3.8
PTA	Metap1d	0.1
PTA	Metap2	14.9
PTA	Mettl10	0.1
PTA	Mettl14	0.1
PTA	Mfap3l	6.0
PTA	Mff	7.3
PTA	Mfge8	5.9
PTA	Mfn1	4.1
PTA	Mfn2	1.1
PTA	Mfsd1	1.0
PTA	Mfsd2a	3.7
PTA	Mfsd5	1.1
PTA	Mgea5	8.4
PTA	Mgll	6.9
PTA	Mgrn1	0.3
PTA	Mgst1	50.9
PTA	Mib1	1.1
PTA	Mical2	0.1
PTA	Mid1ip1	2.5
PTA	Mier1	1.2
PTA	Mif	0.3
PTA	Mkln1	7.3
PTA	Mlc1	12.1
PTA	Mlf2	7.7
PTA	Mll3	9.2
PTA	Mll5	9.2
PTA	Mmadhc	7.2
PTA	Mmd2	0.3
PTA	Mocs2	4.8
PTA	Morf4l2	2.7
PTA	Mphosph6	0.1
PTA	Mphosph8	3.0
PTA	Mpp5	3.0
PTA	Mpp6	2.6
PTA	Mpv17	24.0
PTA	Mpv17l2	3.1
PTA	Mpzl1	1.5
PTA	Mr1	0.6
PTA	Mras	23.1
PTA	Mrfap1	27.0
PTA	Mro	20.0
PTA	Mrpl13	9.8
PTA	Mrpl16	2.8
PTA	Mrpl18	2.8
PTA	Mrpl20	16.1
PTA	Mrpl24	0.6
PTA	Mrpl27	0.1
PTA	Mrpl3	7.2
PTA	Mrpl30	0.6
PTA	Mrpl32	4.4
PTA	Mrpl33	0.1
PTA	Mrpl36	2.6
PTA	Mrpl39	1.6
PTA	Mrpl42	1.0
PTA	Mrpl47	0.2
PTA	Mrpl49	0.1
PTA	Mrpl50	0.1
PTA	Mrpl52	2.0
PTA	Mrpl53	0.2
PTA	Mrpl55	1.2
PTA	Mrpl9	1.6
PTA	Mrps14	2.7
PTA	Mrps15	1.7
PTA	Mrps16	0.1
PTA	Mrps17	0.1
PTA	Mrps18a	0.1
PTA	Mrps18c	0.1
PTA	Mrps21	1.8
PTA	Mrps22	10.6
PTA	Mrps24	9.5
PTA	Mrps31	12.5
PTA	Mrps33	2.7
PTA	Mrps35	2.0
PTA	Mrps36	3.5
PTA	Mrps6	1.3
PTA	Mrps7	6.2
PTA	Msi2	23.8
PTA	Msl1	2.1
PTA	Msrb2	3.8
PTA	Mtch1	6.2
PTA	Mtch2	3.6
PTA	Mtdh	2.6
PTA	Mtfp1	0.1
PTA	Mtmr2	1.5
PTA	Mtor	3.4
PTA	Mtpn	8.5
PTA	Mtss1l	14.9
PTA	Mtx2	2.5
PTA	Mtx3	0.6
PTA	Mut	3.5
PTA	Mxi1	6.6
PTA	Myeov2	3.5
PTA	Myl12b	21.7
PTA	Myo10	7.3
PTA	Myo6	13.5
PTA	Naa35	0.3
PTA	Naa38	0.5
PTA	Naaa	0.4
PTA	Nacc2	15.1
PTA	Nadk	0.3
PTA	Nae1	5.2
PTA	Naga	0.2
PTA	Nap1l1	1.6
PTA	Nap1l4	2.8
PTA	Nap1l5	2.9
PTA	Napa	0.3
PTA	Nars	1.9
PTA	Nat1	0.1
PTA	Nat8	0.3
PTA	Nbr1	2.4
PTA	Ncam1	20.2
PTA	Ncam2	3.5
PTA	Ncan	40.0
PTA	Ncbp2	1.6
PTA	Nck1	0.4
PTA	Nckap1	22.8
PTA	Ncl	28.1
PTA	Ncoa1	17.0
PTA	Ncoa2	8.3
PTA	Ncoa4	9.2
PTA	Ncoa6	5.8
PTA	Ncor1	7.8
PTA	Ncstn	27.0
PTA	Nde1	1.8
PTA	Ndfip1	4.0
PTA	Ndfip2	0.2
PTA	Ndp	11.0
PTA	Ndrg2	151.1
PTA	Ndrg3	3.9
PTA	Ndrg4	17.2
PTA	Ndufa1	19.0
PTA	Ndufa10	2.4
PTA	Ndufa12	6.8
PTA	Ndufa13	4.1
PTA	Ndufa2	6.2
PTA	Ndufa3	3.4
PTA	Ndufa4	27.8
PTA	Ndufa5	5.5
PTA	Ndufa6	17.9
PTA	Ndufa7	1.7
PTA	Ndufa8	4.6
PTA	Ndufa9	4.6
PTA	Ndufaf2	0.1
PTA	Ndufaf4	0.1
PTA	Ndufb10	9.2
PTA	Ndufb11	0.9
PTA	Ndufb2	60.0
PTA	Ndufb3	7.7
PTA	Ndufb5	9.7
PTA	Ndufb6	1.5
PTA	Ndufb7	0.3
PTA	Ndufb8	21.8
PTA	Ndufb9	1.1
PTA	Ndufc1	35.1
PTA	Ndufc2	1.3
PTA	Ndufs1	8.7
PTA	Ndufs2	0.4
PTA	Ndufs3	8.4
PTA	Ndufs4	10.6
PTA	Ndufs6	0.1
PTA	Ndufs7	0.1
PTA	Ndufs8	8.2
PTA	Ndufv1	0.2
PTA	Ndufv2	4.7
PTA	Ndufv3	0.6
PTA	Neat1	4.0
PTA	Nebl	0.1
PTA	Necap1	0.7
PTA	Nedd4	0.2
PTA	Nedd8	7.4
PTA	Negr1	0.3
PTA	Nek6	8.2
PTA	Nek9	0.2
PTA	Nelf	0.5
PTA	Nemf	2.6
PTA	Nenf	7.5
PTA	Neo1	14.4
PTA	Nf1	12.3
PTA	Nfat5	19.5
PTA	Nfe2l1	3.0
PTA	Nfe2l2	19.4
PTA	Nfia	12.6
PTA	Nfib	12.5
PTA	Nfix	4.4
PTA	Ngef	0.1
PTA	Ngfrap1	15.0
PTA	Ngly1	15.2
PTA	Ngrn	15.1
PTA	Nhp2l1	5.5
PTA	Nhsl1	9.1
PTA	Nicn1	0.7
PTA	Nipa1	2.5
PTA	Nipbl	5.1
PTA	Nisch	0.7
PTA	Nkain4	0.1
PTA	Nktr	4.3
PTA	Nlgn1	0.3
PTA	Nlgn3	13.3
PTA	Nln	0.4
PTA	Nmd3	6.9
PTA	Nme1	0.1
PTA	Nme2	51.6
PTA	Nme7	3.5
PTA	Nmt1	1.1
PTA	Nmt2	1.7
PTA	Nnat	0.1
PTA	Nol7	10.9
PTA	Nono	9.5
PTA	Nop10	19.4
PTA	Nop56	2.4
PTA	Notch2	14.8
PTA	Npas3	27.3
PTA	Npc1	2.4
PTA	Npc2	13.7
PTA	Npdc1	0.1
PTA	Npepps	20.0
PTA	Npm1	10.3
PTA	Nptn	3.6
PTA	Nr1d1	12.1
PTA	Nr1d2	2.5
PTA	Nr2c2	5.3
PTA	Nr2e1	12.6
PTA	Nr2f1	1.7
PTA	Nr3c1	1.5
PTA	Nr4a1	0.7
PTA	Nrarp	4.4
PTA	Nras	1.1
PTA	Nrbp1	0.9
PTA	Nrbp2	23.7
PTA	Nrcam	47.4
PTA	Nrd1	4.8
PTA	Nrn1	0.1
PTA	Nrxn1	20.6
PTA	Nsd1	1.3
PTA	Nsdhl	3.6
PTA	Nsf	1.5
PTA	Nsfl1c	3.0
PTA	Nsmce1	1.5
PTA	Nsmce2	0.1
PTA	Nsmce4a	0.6
PTA	Nt5c	0.2
PTA	Nt5c2	14.8
PTA	Nt5m	1.8
PTA	Ntan1	7.9
PTA	Ntm	23.2
PTA	Ntrk2	184.3
PTA	Ntsr2	26.6
PTA	Nucks1	14.0
PTA	Nudt16l1	2.2
PTA	Nudt19	0.3
PTA	Nudt3	13.8
PTA	Nudt9	2.0
PTA	Nupr1	7.0
PTA	Nwd1	0.4
PTA	Nxf1	3.8
PTA	Nxt2	1.6
PTA	Oaf	9.9
PTA	Oat	5.4
PTA	Oaz1	1.2
PTA	Obfc2b	7.3
PTA	Ociad1	20.3
PTA	Ocrl	1.0
PTA	Odc1	6.6
PTA	Odz3	0.1
PTA	Ogdh	1.6
PTA	Ogt	7.0
PTA	Ola1	0.4
PTA	Olfm1	32.1
PTA	Olfml1	0.1
PTA	Olig2	5.8
PTA	Omg	85.2
PTA	Opa1	10.0
PTA	Orc3	1.7
PTA	Orc6	0.1
PTA	Osbpl1a	5.7
PTA	Osbpl9	1.3
PTA	Osgin2	0.2
PTA	Ost4	83.8
PTA	Ostc	1.1
PTA	Ostm1	2.3
PTA	Otub1	0.6
PTA	Oxa1l	12.9
PTA	Oxct1	0.6
PTA	Oxsr1	0.8
PTA	P4ha1	7.4
PTA	P4hb	3.9
PTA	Pa2g4	13.9
PTA	Pabpc1	11.9
PTA	Pabpn1	1.6
PTA	Pacrg	0.2
PTA	Pacsin3	0.1
PTA	Padi2	10.6
PTA	Paf1	1.0
PTA	Pafah1b1	3.3
PTA	Pafah1b2	12.3
PTA	Pag1	1.5
PTA	Paics	10.0
PTA	Paip2	46.8
PTA	Pak1	0.3
PTA	Pak1ip1	0.2
PTA	Pak2	7.1
PTA	Pamr1	4.3
PTA	Pank1	0.1
PTA	Pank3	0.7
PTA	Papola	15.1
PTA	Papss1	0.1
PTA	Papss2	0.1
PTA	Paqr4	0.5
PTA	Paqr7	1.3
PTA	Paqr8	22.4
PTA	Park7	23.8
PTA	Parva	5.3
PTA	Patz1	0.3
PTA	Pax6	8.2
PTA	Pbx1	6.3
PTA	Pbxip1	6.2
PTA	Pcbd2	0.1
PTA	Pcbp1	1.4
PTA	Pcbp2	1.0
PTA	Pcca	0.4
PTA	Pccb	5.0
PTA	Pcdh1	0.2
PTA	Pcdh10	3.6
PTA	Pcdh17	5.0
PTA	Pcdh7	3.0
PTA	Pcdh9	12.7
PTA	Pcdhgc3	37.1
PTA	Pcm1	10.5
PTA	Pcmt1	2.2
PTA	Pcmtd1	0.8
PTA	Pcna	2.8
PTA	Pcnp	5.1
PTA	Pcp4	0.1
PTA	Pcyox1	7.4
PTA	Pdcd4	1.4
PTA	Pdcd6	8.0
PTA	Pde4b	8.7
PTA	Pde4dip	9.8
PTA	Pde6d	15.7
PTA	Pde8b	0.6
PTA	Pdf	0.1
PTA	Pdha1	14.8
PTA	Pdhb	10.0
PTA	Pdhx	0.7
PTA	Pdia3	4.5
PTA	Pdia4	0.1
PTA	Pdia6	7.0
PTA	Pdk2	8.2
PTA	Pdk4	9.4
PTA	Pdlim4	0.6
PTA	Pdlim5	8.9
PTA	Pdpn	0.1
PTA	Pdrg1	0.1
PTA	Pds5a	2.5
PTA	Pdxdc1	0.5
PTA	Pdzd11	20.1
PTA	Pdzd8	3.2
PTA	Pebp1	23.8
PTA	Peg3	0.3
PTA	Peli2	5.6
PTA	Per3	3.1
PTA	Pex13	0.6
PTA	Pex7	0.2
PTA	Pfdn5	38.7
PTA	Pfkfb2	2.6
PTA	Pfkm	6.9
PTA	Pfkp	10.5
PTA	Pfn1	3.1
PTA	Pfn2	11.6
PTA	Pgam1	24.8
PTA	Pgk1	17.8
PTA	Pgm2	0.1
PTA	Phactr1	0.6
PTA	Phactr3	18.6
PTA	Phactr4	8.2
PTA	Phb2	2.0
PTA	Phc1	4.9
PTA	Phc3	6.5
PTA	Phf10	1.5
PTA	Phf14	1.0
PTA	Phf3	7.0
PTA	Phgdh	9.8
PTA	Phka1	6.7
PTA	Phkb	2.4
PTA	Phkg1	0.3
PTA	Phkg2	0.1
PTA	Phlpp1	16.3
PTA	Phpt1	0.1
PTA	Phyh	4.2
PTA	Phyhd1	8.4
PTA	Phyhipl	69.0
PTA	Pi4ka	2.8
PTA	Pias1	7.7
PTA	Picalm	5.6
PTA	Pid1	2.5
PTA	Pigq	0.1
PTA	Pigs	6.9
PTA	Pigt	2.5
PTA	Pigu	4.0
PTA	Pigx	0.8
PTA	Pik3c2a	27.1
PTA	Pik3ip1	6.3
PTA	Pik3r1	7.6
PTA	Pink1	3.7
PTA	Pip4k2a	4.6
PTA	Pisd	0.1
PTA	Pitpna	3.5
PTA	Pitpnb	0.5
PTA	Pitpnc1	12.8
PTA	Pitrm1	8.9
PTA	Pja2	15.8
PTA	Pkd2	3.3
PTA	Pkm2	25.8
PTA	Pla2g16	7.2
PTA	Pla2g7	0.1
PTA	Plbd2	0.2
PTA	Plcb1	4.3
PTA	Plcd4	2.2
PTA	Pld2	1.6
PTA	Pld3	1.6
PTA	Plekha1	0.2
PTA	Plekhb1	67.4
PTA	Plekhb2	1.0
PTA	Plekhf2	0.1
PTA	Plekho2	4.9
PTA	Plk1s1	0.2
PTA	Pls3	3.5
PTA	Plxnb1	1.5
PTA	Pmm1	0.9
PTA	Pmp22	64.6
PTA	Pmpca	0.1
PTA	Pmpcb	2.9
PTA	Pmvk	1.1
PTA	Pnkd	39.1
PTA	Pnn	3.6
PTA	Pnp	0.7
PTA	Pnpla2	0.4
PTA	Pnpla8	3.4
PTA	Pnrc1	6.4
PTA	Pnrc2	1.1
PTA	Pogz	8.4
PTA	Polb	0.1
PTA	Poldip2	2.0
PTA	Pole4	3.8
PTA	Polr1c	0.3
PTA	Polr1d	0.8
PTA	Polr2b	8.7
PTA	Polr2g	30.4
PTA	Polr2h	1.9
PTA	Polr2j	2.9
PTA	Polr3h	0.9
PTA	Pomp	22.5
PTA	Pon2	28.1
PTA	Pop4	1.6
PTA	Por	0.2
PTA	Porcn	2.4
PTA	Pou3f3	0.1
PTA	Ppa1	13.6
PTA	Ppa2	5.1
PTA	Ppap2b	68.2
PTA	Ppargc1a	11.8
PTA	Ppdpf	0.2
PTA	Ppfia1	3.7
PTA	Pphln1	4.6
PTA	Ppia	56.8
PTA	Ppib	9.4
PTA	Ppid	15.0
PTA	Ppif	5.0
PTA	Ppig	6.3
PTA	Ppil3	23.1
PTA	Ppil6	1.0
PTA	Ppm1a	2.3
PTA	Ppm1b	2.3
PTA	Ppp1ca	1.4
PTA	Ppp1cb	10.0
PTA	Ppp1cc	13.3
PTA	Ppp1r12a	3.9
PTA	Ppp1r3c	29.4
PTA	Ppp1r3g	0.8
PTA	Ppp2ca	14.0
PTA	Ppp2cb	21.3
PTA	Ppp2r1a	2.0
PTA	Ppp2r2b	8.3
PTA	Ppp2r3a	0.4
PTA	Ppp2r5a	7.1
PTA	Ppp2r5c	12.0
PTA	Ppp3ca	3.3
PTA	Ppp3cb	4.0
PTA	Ppp3cc	0.3
PTA	Ppp3r1	27.6
PTA	Ppp4r2	0.4
PTA	Ppp6c	24.0
PTA	Ppp6r3	4.2
PTA	Pppde1	0.1
PTA	Pppde2	2.8
PTA	Ppt1	17.6
PTA	Pqbp1	0.4
PTA	Prdx1	37.6
PTA	Prdx2	11.9
PTA	Prdx3	6.9
PTA	Prdx4	2.9
PTA	Prdx5	4.2
PTA	Prdx6	64.1
PTA	Prelid1	0.8
PTA	Prelp	4.8
PTA	Prepl	18.8
PTA	Prex1	2.0
PTA	Prex2	14.3
PTA	Prkacb	6.8
PTA	Prkar1a	13.8
PTA	Prkcdbp	0.1
PTA	Prkcsh	0.4
PTA	Prkd1	9.9
PTA	Prkd3	1.2
PTA	Prkra	0.5
